Time,Instrument,Operation,OrderId,Side,Volume,Price,Lifespan
0.368976,0,Cancel,181521579,,,,G
0.369012,0,Insert,181533179,A,780,1137,G
0.369021,0,Insert,181533195,A,2000,1136,G
0.369054,0,Insert,181533207,A,3000,1138,G
0.369213,0,Insert,181533383,B,1000,1134,G
0.369276,0,Cancel,181527463,,,,G
0.369276,0,Cancel,181527823,,,,G
0.369303,0,Insert,181533451,B,780,1134,G
0.369303,0,Cancel,181533195,,,,G
0.369334,0,Insert,181533471,A,3000,1138,G
0.36936,0,Insert,181533503,A,1000,1137,G
0.369658,0,Insert,181533843,B,870,1134,G
0.369759,0,Insert,181533967,B,1000,1135,G
0.36979,0,Cancel,181533179,,,,G
0.369796,0,Insert,181534011,B,3000,1132,G
0.369796,0,Cancel,181532443,,,,G
0.36983,0,Cancel,181528071,,,,G
0.36983,0,Insert,181534079,B,2000,798,G
0.369873,0,Insert,181534131,B,1000,1135,G
0.369954,0,Insert,181534255,B,8000,1135,G
0.369977,0,Insert,181534295,A,1000,1142,G
0.370075,0,Insert,181534383,A,1000,1137,G
0.370113,0,Cancel,181533207,,,,G
0.370148,0,Insert,181534443,A,1000,1148,G
0.370242,0,Insert,181534571,A,1000,1137,G
0.370314,0,Insert,181534675,A,1000,1145,G
0.370323,0,Insert,181534687,B,1000,1129,G
0.370461,0,Cancel,181534571,,,,G
0.370737,0,Insert,181535063,B,2000,1133,G
0.370837,0,Cancel,181534383,,,,G
0.3711,0,Insert,181535363,B,7000,1126,G
0.371145,0,Insert,181535411,B,1000,1132,G
0.371207,0,Cancel,181528291,,,,G
0.371207,0,Insert,181535479,A,2000,1480,G
0.371266,0,Insert,181535511,B,1000,1135,G
0.371302,0,Insert,181535535,B,1000,1130,G
0.371306,0,Insert,181535539,A,1000,1146,G
0.371624,0,Insert,181535707,B,1000,1133,G
0.371863,0,Insert,181535907,B,1000,1135,G
0.372299,0,Cancel,181534079,,,,G
0.372299,0,Insert,181536223,B,2000,799,G
0.372315,0,Cancel,181535707,,,,G
0.372416,0,Insert,181536343,B,780,1135,G
0.373062,0,Insert,181536819,B,1000,1136,G
0.373103,0,Insert,181536851,B,3000,1133,G
0.373103,0,Cancel,181534011,,,,G
0.373485,0,Insert,181537167,B,1000,1133,G
0.374162,0,Insert,181537679,A,1000,1149,G
0.37586,0,Cancel,181537167,,,,G
0.376304,0,Cancel,181535511,,,,G
0.377793,0,Cancel,181536343,,,,G
0.378069,0,Cancel,181536819,,,,G
0.378078,0,Cancel,181535907,,,,G
0.378486,0,Cancel,181532483,,,,G
0.378491,0,Insert,181539083,B,1000,1135,G
0.379335,0,Insert,181539215,B,780,1135,G
0.379897,0,Cancel,181539215,,,,G
0.380698,0,Insert,181539323,B,40000,1110,G
0.381394,0,Cancel,181521535,,,,G
0.381396,0,Cancel,181533503,,,,G
0.381429,0,Cancel,181533471,,,,G
0.381441,0,Insert,181539447,B,8000,1136,G
0.381442,0,Insert,181539451,B,1000,1133,G
0.381468,0,Insert,181539475,A,780,1138,G
0.381469,0,Insert,181539479,B,1000,1136,G
0.381636,0,Insert,181539543,A,1000,1138,G
0.381664,0,Insert,181539571,A,1000,1138,G
0.381666,0,Insert,181539579,A,1000,1138,G
0.381748,0,Cancel,181535479,,,,G
0.381748,0,Insert,181539627,A,2000,1481,G
0.381768,0,Cancel,181539451,,,,G
0.381901,0,Insert,181539683,A,1000,1143,G
0.383492,0,Cancel,181518999,,,,G
0.384027,0,Cancel,181539447,,,,G
0.384063,0,Insert,181540355,A,1000,1187,G
0.384146,0,Insert,181540391,A,7000,1185,G
0.384217,0,Insert,181540411,B,8000,1136,G
0.384554,0,Cancel,181539083,,,,G
0.384558,0,Insert,181540479,B,1000,1136,G
0.384797,0,Insert,181540495,B,1000,1133,G
0.384822,0,Cancel,181539579,,,,G
0.385005,0,Insert,181540527,B,7000,1118,G
0.389176,0,Insert,181541187,A,8000,1139,G
0.389176,0,Insert,181541195,A,1000,1138,G
0.389204,0,Insert,181541215,A,1000,1138,G
0.389544,0,Cancel,181540495,,,,G
0.389823,0,Insert,181541315,A,8000,1138,G
0.389844,0,Cancel,181540411,,,,G
0.389846,0,Insert,181541323,A,3000,1139,G
0.389951,0,Cancel,181539479,,,,G
0.390245,0,Cancel,181540479,,,,G
0.39058,0,Insert,181541423,B,1000,1135,G
0.390688,0,Cancel,181539627,,,,G
0.390688,0,Insert,181541427,A,2000,1480,G
0.393938,0,Insert,181541583,B,1000,1135,G
0.393985,0,Insert,181541587,B,1000,1120,G
0.394155,0,Cancel,181541427,,,,G
0.394155,0,Insert,181541595,A,2000,1481,G
0.401039,0,Insert,181541863,B,1000,1136,G
0.401074,0,Insert,181541871,B,1000,1133,G
0.401119,0,Cancel,181541583,,,,G
0.401119,0,Insert,181541875,B,1000,1136,G
0.406359,0,Insert,181542055,A,2000,1147,G
0.413816,0,Cancel,181524019,,,,G
0.423805,0,Insert,181542415,B,1000,1130,G
0.430158,0,Insert,181542771,B,8000,1136,G
0.430189,0,Insert,181542783,B,1000,1136,G
0.430974,0,Insert,181542831,B,1000,1136,G
0.431393,0,Cancel,181542831,,,,G
0.446337,0,Insert,181543175,B,1000,1136,G
0.446383,0,Cancel,181541215,,,,G
0.446397,0,Cancel,181539571,,,,G
0.446411,0,Insert,181543187,A,1000,1152,G
0.446446,0,Insert,181543191,B,1000,1133,G
0.446603,0,Insert,181543211,A,1000,1147,G
0.446792,0,Cancel,181539543,,,,G
0.447208,0,Cancel,181541423,,,,G
0.447331,0,Insert,181543307,B,1000,1136,G
0.447357,0,Insert,181543311,A,1000,1138,G
0.45296,0,Cancel,181539475,,,,G
0.454475,0,Insert,181543915,A,1000,1150,G
0.454863,0,Cancel,181543311,,,,G
0.454957,0,Cancel,181541315,,,,G
0.454962,0,Cancel,181541195,,,,G
0.455336,0,Insert,181543999,A,1000,1138,G
0.455379,0,Insert,181544003,B,1000,1134,G
0.455476,0,Cancel,181543187,,,,G
0.455638,0,Insert,181544023,B,1000,1131,G
0.455667,0,Cancel,181544003,,,,G
0.45616,0,Insert,181544135,B,1000,1134,G
0.45651,0,Cancel,181544135,,,,G
0.458703,0,Cancel,181543999,,,,G
0.461291,0,Cancel,181541587,,,,G
0.461506,0,Insert,181544463,B,870,1136,G
0.461814,0,Cancel,181541323,,,,G
0.461827,0,Insert,181544563,B,790,1136,G
0.462066,0,Cancel,181536223,,,,G
0.462066,0,Insert,181544671,B,2000,800,G
0.462141,0,Cancel,181544563,,,,G
0.462257,0,Cancel,181543307,,,,G
0.462261,0,Insert,181544775,B,1000,1137,G
0.462285,0,Insert,181544795,B,1000,1137,G
0.462285,0,Insert,181544799,B,790,1136,G
0.462297,0,Cancel,181541863,,,,G
0.462309,0,Insert,181544819,B,3000,1134,G
0.462309,0,Cancel,181536851,,,,G
0.462314,0,Insert,181544827,B,1000,1137,G
0.462321,0,Insert,181544835,B,8000,1137,G
0.462364,0,Insert,181544867,B,1000,1134,G
0.462529,0,Cancel,181544795,,,,G
0.462586,0,Cancel,181541875,,,,G
0.462586,0,Insert,181545023,B,1000,1137,G
0.462691,0,Cancel,181541595,,,,G
0.462691,0,Insert,181545155,A,2000,1482,G
0.462735,0,Insert,181545207,B,1000,1137,G
0.462761,0,Cancel,181541187,,,,G
0.462877,0,Cancel,181545207,,,,G
0.462935,0,Insert,181545491,B,1000,1135,G
0.463103,0,Insert,181545751,B,1000,1137,G
0.463519,0,Cancel,181545491,,,,G
0.463615,0,Insert,3862103,B,10,1138,F
0.463759,0,Insert,181546615,B,1000,1137,G
0.463771,0,Insert,181546619,B,1000,1138,G
0.463771,0,Insert,181546623,B,1000,1138,G
0.463851,0,Insert,181546751,B,870,1137,G
0.463873,0,Insert,181546763,A,1000,1144,G
0.463896,0,Cancel,181544819,,,,G
0.463936,0,Insert,181546827,B,3000,1135,G
0.464023,0,Cancel,181545023,,,,G
0.464023,0,Insert,181546963,B,1000,1138,G
0.464226,0,Insert,181547199,B,1000,1135,G
0.464264,0,Insert,181547239,B,1000,1138,G
0.464273,0,Cancel,181544671,,,,G
0.464273,0,Insert,181547251,B,2000,801,G
0.464696,0,Insert,181547647,B,8000,1138,G
0.464736,0,Insert,181547667,B,1000,1132,G
0.464753,0,Insert,181547699,A,1000,1148,G
0.465532,0,Insert,181548387,B,1000,1134,G
0.465534,0,Insert,181548391,A,1000,1151,G
0.465592,0,Cancel,181546615,,,,G
0.465618,0,Cancel,181547647,,,,G
0.465618,0,Cancel,181544835,,,,G
0.465618,0,Cancel,181544775,,,,G
0.465618,0,Cancel,181542771,,,,G
0.465902,0,Cancel,181546623,,,,G
0.466415,0,Insert,181549175,B,1000,1138,G
0.466607,0,Cancel,181549175,,,,G
0.467814,0,Cancel,181532499,,,,G
0.467819,0,Cancel,181518187,,,,G
0.468422,0,Cancel,181546619,,,,G
0.473639,0,Insert,181551703,A,1000,1139,G
0.473831,0,Cancel,181551703,,,,G
0.476118,0,Cancel,181527351,,,,G
0.487367,0,Insert,181553679,B,8000,1136,G
0.487367,0,Insert,181553683,A,8000,1140,G
0.487374,0,Insert,181553687,A,1000,1139,G
0.487448,0,Insert,181553707,A,1000,1154,G
0.487488,0,Insert,181553715,A,1000,1139,G
0.487515,0,Cancel,181547239,,,,G
0.487591,0,Cancel,181546963,,,,G
0.487618,0,Insert,181553755,B,1000,1131,G
0.487628,0,Insert,181553759,A,1000,1139,G
0.487637,0,Cancel,181546751,,,,G
0.487667,0,Cancel,181547199,,,,G
0.487724,0,Insert,181553779,B,1000,1137,G
0.487732,0,Insert,181553783,B,1000,1137,G
0.48803,0,Cancel,181547251,,,,G
0.48803,0,Insert,181553819,B,2000,800,G
0.489373,0,Cancel,181542415,,,,G
0.492929,0,Cancel,181553759,,,,G
0.493002,0,Insert,181554131,B,1000,1135,G
0.495584,0,Insert,181554283,B,8000,1137,G
0.495614,0,Insert,181554287,B,1000,1137,G
0.495627,0,Insert,181554295,A,8000,1139,G
0.495895,0,Cancel,181554131,,,,G
0.498348,0,Cancel,181554295,,,,G
0.49846,0,Insert,181554439,B,1000,1132,G
0.498525,0,Insert,181554443,A,1000,1144,G
0.498606,0,Insert,181554451,B,1000,1135,G
0.503547,1,Cancel,7046014,,,,
0.503547,1,Cancel,7046015,,,,
0.503547,1,Insert,7046016,A,10000,1144,G
0.503547,1,Insert,7046017,B,10000,1132,G
0.508152,0,Insert,181554671,B,1000,1137,G
0.520414,0,Insert,181555207,B,1000,1122,G
0.528019,0,Cancel,181553715,,,,G
0.52878,0,Insert,181555759,B,1000,1135,G
0.528934,0,Insert,181555763,A,1000,1149,G
0.54736,0,Insert,181556791,A,320,1139,G
0.557854,0,Cancel,181554287,,,,G
0.582923,0,Insert,181558355,A,1000,1139,G
0.58295,0,Insert,181558359,B,2000,1135,G
0.58325,0,Cancel,181554451,,,,G
0.589849,0,Cancel,181558355,,,,G
0.604925,0,Insert,181558979,B,1000,1135,G
0.605236,0,Insert,181559055,B,1000,1133,G
0.613661,0,Cancel,181553755,,,,G
0.613663,0,Insert,181559507,B,1000,1138,G
0.61368,0,Cancel,181554671,,,,G
0.613689,0,Insert,181559519,A,2000,1148,G
0.613746,0,Cancel,181553819,,,,G
0.613746,0,Insert,181559527,B,2000,801,G
0.621143,0,Insert,181559879,A,1000,1152,G
0.621351,0,Cancel,181559507,,,,G
0.623764,0,Insert,181559963,B,1000,1131,G
0.623776,0,Insert,181559967,B,1000,1137,G
0.623804,0,Insert,181559975,B,1000,1137,G
0.623942,0,Cancel,181559527,,,,G
0.623942,0,Insert,181559987,B,2000,800,G
0.62875,0,Insert,181560119,B,780,1137,G
0.628751,0,Cancel,181553687,,,,G
0.628762,0,Cancel,181553707,,,,G
0.628776,0,Cancel,181559967,,,,G
0.62915,0,Cancel,181559963,,,,G
0.62939,0,Cancel,181559987,,,,G
0.62939,0,Insert,181560199,B,2000,801,G
0.629393,0,Insert,181560203,B,1000,1138,G
0.629603,0,Insert,181560275,B,1000,1138,G
0.629669,0,Cancel,181553683,,,,G
0.629681,0,Insert,181560303,B,2000,1136,G
0.629699,0,Insert,181560323,B,8000,1138,G
0.629711,0,Cancel,181553779,,,,G
0.629801,0,Insert,181560355,B,1000,1138,G
0.630515,0,Insert,181560423,B,1000,1136,G
0.630829,0,Cancel,181560423,,,,G
0.631716,0,Cancel,181560203,,,,G
0.631802,0,Cancel,181560323,,,,G
0.682232,0,Insert,181561787,B,1000,1138,G
0.682816,0,Insert,181561831,B,8000,1138,G
0.682819,0,Insert,181561835,A,8000,1141,G
0.687867,0,Insert,181562019,B,10,1118,G
0.688477,0,Cancel,181560119,,,,G
0.688513,0,Cancel,181561831,,,,G
0.688513,0,Cancel,181560355,,,,G
0.688525,0,Cancel,181555207,,,,G
0.688589,0,Insert,181562083,A,1000,1154,G
0.688786,0,Insert,181562115,A,8000,1140,G
0.688852,0,Cancel,181561787,,,,G
0.688879,0,Cancel,181560303,,,,G
0.688879,0,Insert,181562139,B,2000,1134,G
0.688887,0,Insert,181562151,A,41000,1325,G
0.730416,0,Insert,181563439,B,1000,1122,G
0.76041,0,Cancel,181563439,,,,G
0.778131,0,Insert,181564295,A,8000,1139,G
0.778136,0,Insert,181564303,A,1000,1139,G
0.778166,0,Cancel,181560275,,,,G
0.778199,0,Insert,181564319,B,1000,1137,G
0.778252,0,Cancel,181564303,,,,G
0.778257,0,Cancel,181560199,,,,G
0.778257,0,Insert,181564339,B,2000,800,G
0.778259,0,Insert,181564343,B,1000,1131,G
0.778421,0,Insert,181564367,A,1000,1139,G
0.778463,0,Insert,181564375,A,1000,1139,G
0.778631,0,Cancel,181558979,,,,G
0.778912,0,Insert,181564507,A,770,1139,G
0.77894,0,Cancel,181554283,,,,G
0.77894,0,Cancel,181564319,,,,G
0.778968,0,Cancel,181559975,,,,G
0.778992,0,Cancel,181545751,,,,G
0.77902,0,Insert,181564571,A,1000,1139,G
0.779035,0,Insert,181564579,A,1000,1139,G
0.779096,0,Insert,181564603,B,1000,1137,G
0.779109,0,Cancel,181562083,,,,G
0.780082,0,Insert,181564755,B,1000,1137,G
0.780703,0,Cancel,181564507,,,,G
0.782295,0,Cancel,181564571,,,,G
0.782321,0,Cancel,181564579,,,,G
0.782428,0,Cancel,181564375,,,,G
0.782434,0,Cancel,181564295,,,,G
0.782612,0,Insert,181564955,A,1000,1139,G
0.78709,0,Insert,181565099,A,8000,1139,G
0.787311,0,Insert,181565107,A,1000,1139,G
0.78919,0,Cancel,181565099,,,,G
0.789586,0,Cancel,181564755,,,,G
0.808051,1,Cancel,7046016,,,,
0.808051,1,Cancel,7046017,,,,
0.808051,1,Insert,7046018,A,10000,1144,G
0.808051,1,Insert,7046019,B,10000,1132,G
0.813771,0,Insert,181566123,A,2000,1149,G
0.820418,0,Insert,181566207,B,1000,1122,G
0.835325,0,Insert,181566423,B,2000,1126,G
0.846441,0,Insert,181566607,B,8000,1137,G
0.846453,0,Insert,181566611,B,1000,1137,G
0.846548,0,Cancel,181564955,,,,G
0.846574,0,Cancel,181565107,,,,G
0.846681,0,Insert,181566635,B,1000,1137,G
0.846707,0,Cancel,181564367,,,,G
0.846819,0,Insert,181566667,B,1000,1135,G
0.846929,0,Insert,181566683,B,780,1137,G
0.846977,0,Insert,181566695,B,1000,1137,G
0.847413,0,Insert,181566735,B,1000,1137,G
0.847996,0,Cancel,181564343,,,,G
0.848275,0,Cancel,181564339,,,,G
0.848275,0,Insert,181566811,B,2000,801,G
0.849416,0,Cancel,181566811,,,,G
0.849416,0,Insert,181566831,B,2000,800,G
0.849416,0,Insert,181566835,B,1000,1131,G
0.880435,0,Insert,181567507,A,1000,1154,G
0.894283,0,Cancel,181566835,,,,G
0.894448,0,Insert,181567927,B,1000,1138,G
0.894468,0,Cancel,181566735,,,,G
0.89447,0,Cancel,181566831,,,,G
0.89447,0,Insert,181567931,B,2000,801,G
0.894478,0,Insert,181567935,B,1000,1138,G
0.894572,0,Cancel,181562115,,,,G
0.89477,0,Insert,181567971,B,8000,1138,G
0.895232,0,Cancel,181566207,,,,G
0.895243,0,Insert,181568363,B,1000,1123,G
0.898804,0,Cancel,181518255,,,,G
0.898843,0,Insert,181569043,B,1000,1136,G
0.90188,0,Cancel,181532743,,,,G
0.903009,0,Insert,181569699,B,2000,1136,G
0.903009,0,Insert,181569703,A,8000,1140,G
0.90301,0,Cancel,181566611,,,,G
0.903017,0,Cancel,181566423,,,,G
0.903302,0,Insert,181569735,B,1000,1138,G
0.903422,0,Cancel,181567507,,,,G
0.90526,0,Cancel,181569703,,,,G
0.905655,0,Insert,181569823,A,1000,1140,G
0.905696,0,Cancel,181569043,,,,G
0.907739,0,Insert,181570047,A,8000,1140,G
0.916324,0,Insert,181570455,B,1000,1136,G
0.931827,0,Cancel,181570047,,,,G
0.931844,0,Cancel,181567971,,,,G
0.931858,0,Insert,181571759,A,1000,1154,G
0.932114,0,Cancel,181569735,,,,G
0.932193,0,Insert,181571795,A,8000,1140,G
0.994777,0,Cancel,181553783,,,,G
0.994777,0,Insert,181573459,B,1000,1138,G
1.005176,0,Insert,181574031,B,8000,1138,G
1.006479,0,Cancel,181571795,,,,G
1.006649,0,Insert,181574131,A,8000,1140,G
1.00745,0,Cancel,181566635,,,,G
1.011971,0,Cancel,181574031,,,,G
1.011972,0,Cancel,181574131,,,,G
1.015201,0,Insert,181574487,A,2000,1150,G
1.022903,0,Cancel,181534675,,,,G
1.023909,0,Insert,181574959,A,1000,1150,G
1.039712,0,Insert,181575391,B,8000,1138,G
1.063138,0,Insert,181575907,A,8000,1140,G
1.063284,0,Insert,181575911,B,1000,1138,G
1.063528,0,Cancel,181569823,,,,G
1.063557,0,Insert,3863030,B,10,1139,F
1.063557,0,Insert,3863031,B,80,1139,F
1.063576,0,Insert,181575943,B,1000,1138,G
1.06358,0,Insert,181575947,B,1000,1136,G
1.063596,0,Insert,181575951,B,1000,1138,G
1.063616,0,Insert,181575963,B,870,1138,G
1.063652,0,Insert,3863032,B,920,1139,F
1.063652,0,Insert,3863033,B,320,1139,F
1.063671,0,Insert,181575971,B,1000,1139,G
1.063676,0,Insert,181575975,B,170,1138,G
1.063683,0,Insert,181575979,B,1000,1138,G
1.063689,0,Insert,181575987,B,1000,1139,G
1.063693,0,Insert,181575991,A,1000,1140,G
1.063711,0,Insert,181575999,B,8000,1139,G
1.063711,0,Insert,181576003,B,3000,1136,G
1.063711,0,Cancel,181518175,,,,G
1.063711,0,Cancel,181546827,,,,G
1.063721,0,Cancel,181575907,,,,G
1.063721,0,Cancel,181575991,,,,G
1.063731,0,Cancel,181575979,,,,G
1.063744,0,Cancel,181545155,,,,G
1.063744,0,Insert,181576027,A,2000,1483,G
1.063746,0,Insert,181576031,B,870,1139,G
1.063748,0,Insert,181576035,A,3000,1142,G
1.063756,0,Cancel,181567931,,,,G
1.063756,0,Insert,181576039,B,2000,802,G
1.063864,0,Cancel,181573459,,,,G
1.063864,0,Insert,181576079,B,1000,1139,G
1.063902,0,Insert,181576095,B,1000,1139,G
